,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
25,blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,31.0,15,0.34782607939508525,0.058598726040001624,12.814814814814815,0.4956647398843931,5.324191821879683,12.814814814814815,343.0,691.0,2.675799086757991,2.0,6.934876989869754
26,blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,35.0,27,0.12903225598335072,0.06935123034748185,14.35,0.43089430894308944,5.912357723577236,14.35,371.0,854.0,2.4750304506699146,20.0,6.501170960187354
27,blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,43.0,27,0.2285714253061225,0.07936507927509628,15.27450980392157,0.5121951219512195,6.314681970349116,15.27450980392157,399.0,779.0,2.747340425531915,8.0,7.219512195121951
28,blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,76.0,35,0.36936936604171744,0.07900355866263091,15.851851851851851,0.5514018691588785,6.5613014884042915,15.851851851851851,708.0,1283.0,2.752184273232724,2.0,7.279033515198753
29,blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,68.0,39,0.27102803485020527,0.106999999893,12.283783783783784,0.45544554455445546,5.095691731335297,12.283783783783784,414.0,902.0,2.51511758118701,7.0,6.6906873614190685
30,blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,73.0,39,0.3035714258609694,0.08981555726558495,12.842696629213483,0.5643044619422573,5.3628004364622965,12.842696629213483,645.0,1138.0,2.743816254416961,3.0,7.305799648506151
31,blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,72.0,28,0.4399999956000001,0.0957854405212783,11.839080459770114,0.43786407766990293,4.910777814976008,11.839080459770114,451.0,1023.0,2.5356435643564357,18.0,6.573802541544477
32,blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,67.0,24,0.472527467334863,0.07589658042043654,13.176470588235293,0.4616071428571429,5.455231092436975,13.176470588235293,517.0,1111.0,2.565377532228361,13.0,6.875787578757876
33,blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,53.0,24,0.37662337173216404,0.08517699105622015,13.813559322033898,0.47607361963190187,5.715853176666321,13.813559322033898,388.0,810.0,2.5497512437810945,19.0,6.9185185185185185
34,blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,35.0,13,0.45833332378472247,0.0760697304658166,11.2,0.48928571428571427,4.675714285714285,11.2,274.0,556.0,2.5959780621572213,8.0,6.9928057553956835
35,blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,46.0,14,0.5333333244444446,0.10238907832356813,13.575,0.4548802946593002,5.61195211786372,13.575,247.0,539.0,2.454887218045113,3.0,6.701298701298701
37,blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,75.0,42,0.28205127964058735,0.08239436613915889,14.988888888888889,0.48332097850259453,6.188883946956594,14.988888888888889,652.0,1343.0,2.611320754716981,10.0,6.7535368577810875
38,blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,54.0,64,-0.08474576199367999,0.0814917126509035,11.942307692307692,0.4694041867954911,4.964684751641274,11.942307692307692,583.0,1235.0,2.4939073923639317,2.0,6.823481781376518
39,blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,45.0,23,0.3235294070069205,0.07606263973594783,14.11864406779661,0.5462184873949579,5.865945022076628,14.11864406779661,455.0,827.0,2.7572463768115942,9.0,7.351874244256348
40,blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,39.0,30,0.13043478071833653,0.07084188904431017,11.571428571428571,0.45230078563411896,4.8094917428250765,11.571428571428571,403.0,888.0,2.5646100116414434,7.0,6.623873873873874
41,blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,71.0,25,0.47916666167534727,0.09815950910208639,12.275,0.47963340122199594,5.101853360488799,12.275,471.0,979.0,2.574074074074074,33.0,6.827374872318693
42,blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,75.0,23,0.5306122394835486,0.08657243808606674,12.2,0.4811957569913211,5.072478302796529,12.2,499.0,1034.0,2.647761194029851,12.0,6.852998065764023
43,blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,34.0,1,0.9428571159183682,0.06930693055582786,17.307692307692307,0.5622222222222222,7.147965811965811,17.307692307692307,253.0,450.0,2.84009009009009,1.0,7.375555555555556
44,blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,88.0,40,0.3749999970703125,0.13047910282316097,90.25,0.45429362880886426,36.28171745152355,90.25,492.0,1083.0,2.513692162417375,16.0,6.624192059095106
45,blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,28.0,1,0.9310344506539844,0.045886075876762536,11.63265306122449,0.5491228070175439,4.872710347296813,11.63265306122449,313.0,567.0,2.6476868327402134,1.0,7.061728395061729
46,blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,22.0,7,0.5172413614744358,0.045454545383300085,12.466666666666667,0.5597147950089126,5.210552584670232,12.466666666666667,314.0,558.0,2.7431693989071038,1.0,7.521505376344086
47,blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,8.0,4,0.3333333055555579,0.04301075253401164,23.181818181818183,0.5333333333333333,9.486060606060608,23.181818181818183,136.0,254.0,2.752,3.0,7.362204724409449
48,blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,32.0,70,-0.3725490159554018,0.10139164999861665,14.85483870967742,0.510314875135722,6.146061433925257,14.85483870967742,470.0,916.0,2.601553829078801,3.0,6.958515283842795
50,blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,25.0,16,0.21951218976799539,0.06732348100603698,15.305555555555555,0.4809437386569873,6.3145997176850175,15.305555555555555,265.0,550.0,2.6240601503759398,4.0,6.88
51,blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,66.0,39,0.2571428546938776,0.08656224230291652,11.778947368421052,0.45933869526362825,4.895314425473873,11.778947368421052,514.0,1112.0,2.5753176043557167,10.0,6.858812949640288
52,blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,49.0,4,0.8490565877536493,0.09185441925155213,10.673469387755102,0.5258126195028681,4.4797128029031885,10.673469387755102,275.0,522.0,2.678500986193294,5.0,7.091954022988506
53,blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,13.0,2,0.7333332844444478,0.03685503676448394,17.761904761904763,0.46648793565683644,7.29135707902464,17.761904761904763,174.0,373.0,2.635869565217391,1.0,6.865951742627346
54,blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,31.0,9,0.5499999862500004,0.06060606051423324,15.538461538461538,0.46864686468646866,6.402843361259203,15.538461538461538,284.0,601.0,2.509306260575296,5.0,6.632279534109817
55,blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,21.0,9,0.3999999866666671,0.06048387084579865,17.28,0.5046296296296297,7.1138518518518525,17.28,218.0,431.0,2.773049645390071,2.0,7.099767981438515
56,blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,23.0,10,0.3939393820018369,0.0875331562664903,10.59375,0.5339233038348082,4.451069321533923,10.59375,181.0,336.0,2.8388059701492536,1.0,7.428571428571429
57,blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,13.0,1,0.8571427959183717,0.050179211289680246,17.0,0.5756302521008403,7.030252100840336,17.0,137.0,238.0,2.893162393162393,3.0,7.605042016806722
58,blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,31.0,38,-0.10144927389203952,0.10832025100734655,9.728813559322035,0.42857142857142855,4.062953995157385,9.728813559322035,246.0,566.0,2.5114235500878737,14.0,6.6855123674911665
59,blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,17.0,3,0.6999999650000017,0.07142857117346939,17.857142857142858,0.52,7.350857142857143,17.857142857142858,130.0,249.0,2.742857142857143,2.0,7.140562248995984
60,blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,41.0,12,0.5471698009967962,0.08576051766058168,12.590909090909092,0.5812274368231047,5.268854611092879,12.590909090909092,322.0,552.0,2.874769797421731,1.0,7.47463768115942
61,blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,9.0,8,0.05882352595155729,0.06719367562374041,18.833333333333332,0.5309734513274337,7.745722713864307,18.833333333333332,120.0,224.0,2.7636363636363637,5.0,7.241071428571429
62,blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,17.0,26,-0.20930232071389954,0.12250712215809936,14.041666666666666,0.486646884272997,5.811325420375866,14.041666666666666,164.0,328.0,2.6536144578313254,6.0,7.067073170731708
63,blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,34.0,50,-0.1904761882086168,0.0665083134865334,14.487179487179487,0.5265486725663717,6.005491263898344,14.487179487179487,595.0,1126.0,2.743086529884032,17.0,7.359680284191829
64,blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,51.0,24,0.3599999952000001,0.0706214688600551,14.0,0.4266666666666667,5.770666666666667,14.0,448.0,1039.0,2.5102840352595495,19.0,6.609239653512994
65,blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,42.0,27,0.21739130119722752,0.06371191129851161,13.26027397260274,0.43388429752066116,5.477663308049361,13.26027397260274,420.0,965.0,2.496808510638298,17.0,6.623834196891192
66,blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,32.0,8,0.5999999850000004,0.06611570237005669,7.577464788732394,0.4739776951672863,3.2205769935598725,7.577464788732394,255.0,529.0,2.5850860420650097,1.0,6.858223062381852
67,blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50.0,9,0.6949152424590637,0.0674285713515102,13.290322580645162,0.46359223300970875,5.501565925461949,13.290322580645162,382.0,821.0,2.508641975308642,5.0,6.707673568818514
68,blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,39.0,7,0.6956521587901705,0.11358024663313519,18.19047619047619,0.5104712041884817,7.480378957865868,18.19047619047619,195.0,380.0,2.7275132275132274,9.0,6.997368421052632
69,blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,50.0,17,0.4925373060815328,0.05706984662941239,14.930555555555555,0.4986046511627907,6.1716640826873395,14.930555555555555,536.0,1071.0,2.671388101983003,8.0,6.907563025210084
70,blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,31.0,74,-0.4095238056235828,0.1462395541138725,8.972972972972974,0.4759036144578313,3.7795506349723222,8.972972972972974,316.0,656.0,2.5402124430955992,12.0,6.765243902439025
71,blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,74.0,24,0.510204076426489,0.11878787864389348,9.4625,0.3870541611624835,3.9398216644649935,9.4625,293.0,751.0,2.3721552878179386,6.0,6.500665778961385
72,blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,30.0,36,-0.09090908953168046,0.08270676681365066,14.392156862745098,0.3869209809264305,5.9116311374686115,14.392156862745098,284.0,732.0,2.34985835694051,1.0,6.423497267759563
73,blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,31.0,24,0.12727272495867772,0.06336405522653911,10.722222222222221,0.5090673575129534,4.49251583189407,10.722222222222221,393.0,768.0,2.6451187335092348,7.0,7.111979166666667
74,blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,30.0,78,-0.44444444032921815,0.14754098340499866,9.728571428571428,0.4801762114537445,4.083499056010069,9.728571428571428,327.0,671.0,2.5392592592592593,14.0,6.779433681073026
75,blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,28.0,12,0.39999999000000025,0.07029876964798107,13.421052631578947,0.48627450980392156,5.562930856553148,13.421052631578947,248.0,508.0,2.5356415478615073,6.0,6.81496062992126
76,blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,16.0,7,0.39130433081285515,0.0660919538330691,20.4,0.49019607843137253,8.356078431372548,20.4,150.0,305.0,2.708053691275168,1.0,7.140983606557377
77,blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,33.0,19,0.2692307640532545,0.08112324480323987,20.785714285714285,0.4845360824742268,8.508100147275405,20.785714285714285,282.0,581.0,2.6322241681260947,1.0,7.130808950086059
78,blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,29.0,33,-0.06451612799167536,0.06709956702694853,13.564516129032258,0.464922711058264,5.611775536036209,13.564516129032258,391.0,837.0,2.522643818849449,6.0,6.78494623655914
79,blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,44.0,12,0.57142856122449,0.01978099610745991,9.264822134387352,0.3916382252559727,3.8625841438573296,9.264822134387352,918.0,2342.0,2.339268978444236,1.0,6.177198975234842
80,blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,44.0,50,-0.06382978655500227,0.08181026972862465,12.25,0.4935064935064935,5.097402597402598,12.25,532.0,1073.0,2.5781990521327014,11.0,6.91425908667288
81,blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,37.0,65,-0.27450980123029606,0.08695652166499869,15.835820895522389,0.5589066918001885,6.557891034929032,15.835820895522389,593.0,1061.0,2.7333333333333334,1.0,7.183788878416588
82,blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,11.0,2,0.6923076390532585,0.051383399006389725,20.272727272727273,0.515695067264574,8.315368935996739,20.272727272727273,115.0,222.0,2.7962962962962963,3.0,7.171171171171171
83,blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,37.0,5,0.7619047437641728,0.060518731901269836,14.952380952380953,0.4713375796178344,6.169487412799516,14.952380952380953,296.0,625.0,2.508169934640523,2.0,6.6848
84,blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,45.0,35,0.12499999843750002,0.07407407400548696,8.770491803278688,0.4588785046728972,3.691748123180634,8.770491803278688,491.0,1059.0,2.5410764872521248,6.0,6.878186968838527
85,blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,61.0,16,0.5844155768257717,0.0644891121737947,12.188888888888888,0.487693710118505,5.070633039602957,12.188888888888888,535.0,1091.0,2.5023299161230197,6.0,6.765352887259395
86,blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,38.0,35,0.04109588984800151,0.08968058957041697,14.96078431372549,0.44823066841415465,6.163605992855858,14.96078431372549,342.0,757.0,2.525537634408602,4.0,6.7701453104359315
87,blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,24.0,45,-0.3043478216761185,0.05369649801268755,14.935897435897436,0.4781115879828326,6.165603609552107,14.935897435897436,557.0,1165.0,2.690388170055453,2.0,6.982832618025751
88,blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,24.0,43,-0.2835820853196704,0.08827404467948084,13.0,0.4716981132075472,5.388679245283019,13.0,325.0,689.0,2.602391629297459,4.0,6.90566037735849
89,blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,44.0,49,-0.053763440282113543,0.11327649194485202,10.302631578947368,0.47381864623243936,4.310580090071923,10.302631578947368,371.0,776.0,2.5585585585585586,28.0,6.795103092783505
90,blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,32.0,28,0.06666666555555557,0.08130081289796638,18.26829268292683,0.47930574098798395,7.499039369565927,18.26829268292683,359.0,747.0,2.609226594301221,13.0,6.85809906291834
91,blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,30.0,42,-0.1666666643518519,0.07024390237049374,13.772727272727273,0.44664466446644663,5.687748774877488,13.772727272727273,406.0,899.0,2.580908032596042,3.0,6.854282536151279
92,blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,12.0,4,0.4999999687500019,0.057971014282713715,19.0,0.5020242914979757,7.80080971659919,19.0,124.0,246.0,2.7468354430379747,3.0,7.012195121951219
93,blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,40.0,50,-0.11111110987654323,0.10501750279461201,11.909090909090908,0.4491094147582697,4.943280129539672,11.909090909090908,353.0,780.0,2.4752604166666665,12.0,6.685897435897436
94,blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,16.0,26,-0.238095232426304,0.06896551712813544,13.842105263157896,0.4714828897338403,5.7254352611566945,13.842105263157896,248.0,519.0,2.630612244897959,5.0,6.840077071290944
95,blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,36.0,58,-0.234042550701675,0.1113744074509782,14.214285714285714,0.5025125628140703,5.886719310839914,14.214285714285714,400.0,796.0,2.677336747759283,3.0,7.155778894472362
96,blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,30.0,36,-0.09090908953168046,0.09205020907663848,15.386363636363637,0.46824224519940916,6.341842352625219,15.386363636363637,317.0,675.0,2.519461077844311,6.0,6.717037037037037
97,blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,9.0,1,0.7999999200000081,0.034013605326484335,27.22222222222222,0.5428571428571428,11.106031746031746,27.22222222222222,133.0,245.0,2.7136929460580914,1.0,7.26530612244898
98,blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,21.0,4,0.679999972800001,0.0501002003004004,13.558823529411764,0.420824295010846,5.591859129769045,13.558823529411764,194.0,458.0,2.498881431767338,4.0,6.606986899563319
99,blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,38.0,56,-0.19148935966500683,0.12719891728389862,17.756756756756758,0.5038051750380518,7.304224772717925,17.756756756756758,331.0,656.0,2.646875,4.0,7.161585365853658
